Attempt,Seed,Accuracy,Precision (Macro),Recall (Macro),F1-score (Macro),Class distribution
1,44,0.3333333333333333,0.48333333333333334,0.5407407407407407,0.3348873348873349,"Counter({0: 9, 1: 5, 2: 1})"
